,run,round,hold_1,hold_2,score_1,score_2
2850,951,1,"['maki roll 2', 'maki roll 2', 'salmon nigiri', 'salmon nigiri', 'tempura', 'dumpling', 'egg nigiri', 'maki roll 1', 'maki roll 1', 'dumpling']","['tempura', 'salmon nigiri', 'sashimi', 'maki roll 2', 'maki roll 3', 'pudding', 'maki roll 2', 'maki roll 1', 'chopsticks', 'salmon nigiri']",11,7
2851,951,2,"['wasabi', 'salmon nigiri', 'pudding', 'egg nigiri', 'tempura', 'pudding', 'dumpling', 'tempura', 'sashimi', 'sashimi']","['pudding', 'sashimi', 'maki roll 1', 'maki roll 2', 'sashimi', 'sashimi', 'pudding', 'wasabi', 'tempura', 'tempura', 'chopsticks']",23,25
2852,951,3,"['pudding', 'pudding', 'squid nigiri', 'egg nigiri', 'sashimi', 'wasabi', 'dumpling', 'wasabi', 'dumpling', 'maki roll 2', 'tempura', 'maki roll 2']","['pudding', 'pudding', 'egg nigiri', 'tempura', 'sashimi', 'maki roll 3', 'maki roll 2', 'chopsticks', 'dumpling', 'pudding', 'dumpling', 'tempura']",27,43
2853,952,1,"['maki roll 3', 'maki roll 3', 'maki roll 2', 'egg nigiri', 'dumpling', 'dumpling', 'chopsticks', 'maki roll 2', 'dumpling', 'pudding']","['dumpling', 'dumpling', 'salmon nigiri', 'maki roll 1', 'egg nigiri', 'squid nigiri', 'sashimi', 'dumpling', 'sashimi', 'tempura']",13,15
2854,952,2,"['pudding', 'pudding', 'maki roll 1', 'sashimi', 'dumpling', 'tempura', 'sashimi', 'sashimi', 'egg nigiri', 'tempura', 'maki roll 2']","['squid nigiri', 'pudding', 'chopsticks', 'salmon nigiri', 'wasabi', 'salmon nigiri', 'tempura', 'chopsticks', 'pudding', 'maki roll 1']",36,25
2855,952,3,"['pudding', 'pudding', 'tempura', 'tempura', 'sashimi', 'maki roll 2', 'maki roll 3', 'pudding', 'salmon nigiri', 'tempura', 'sashimi', 'maki roll 2']","['pudding', 'pudding', 'maki roll 1', 'sashimi', 'maki roll 2', 'salmon nigiri', 'tempura', 'egg nigiri', 'squid nigiri', 'salmon nigiri', 'salmon nigiri', 'salmon nigiri']",55,34
2856,953,1,"['maki roll 2', 'squid nigiri', 'maki roll 3', 'dumpling', 'maki roll 2', 'dumpling', 'egg nigiri', 'maki roll 2', 'sashimi', 'maki roll 3']","['dumpling', 'squid nigiri', 'sashimi', 'wasabi', 'maki roll 1', 'sashimi', 'pudding', 'egg nigiri', 'maki roll 2', 'chopsticks']",13,8
2857,953,2,"['dumpling', 'wasabi', 'tempura', 'dumpling', 'tempura', 'maki roll 1', 'sashimi', 'salmon nigiri', 'tempura', 'dumpling']","['pudding', 'maki roll 3', 'maki roll 3', 'maki roll 3', 'maki roll 2', 'pudding', 'salmon nigiri', 'sashimi', 'tempura', 'maki roll 3', 'tempura']",29,18
2858,953,3,"['sashimi', 'tempura', 'sashimi', 'maki roll 3', 'squid nigiri', 'sashimi', 'sashimi', 'tempura', 'maki roll 2', 'pudding']","['pudding', 'pudding', 'maki roll 3', 'tempura', 'sashimi', 'sashimi', 'salmon nigiri', 'pudding', 'wasabi', 'tempura', 'salmon nigiri', 'chopsticks']",47,36
2859,954,1,"['egg nigiri', 'wasabi', 'maki roll 2', 'maki roll 2', 'pudding', 'pudding', 'sashimi', 'dumpling', 'sashimi', 'dumpling']","['maki roll 3', 'maki roll 3', 'sashimi', 'dumpling', 'maki roll 1', 'pudding', 'wasabi', 'maki roll 2', 'maki roll 3', 'sashimi']",7,4
2860,954,2,"['pudding', 'pudding', 'dumpling', 'maki roll 2', 'egg nigiri', 'maki roll 3', 'salmon nigiri', 'tempura', 'maki roll 1', 'sashimi', 'sashimi', 'dumpling']","['pudding', 'maki roll 1', 'salmon nigiri', 'pudding', 'salmon nigiri', 'egg nigiri', 'tempura', 'dumpling', 'maki roll 2', 'squid nigiri', 'salmon nigiri']",19,18
2861,954,3,"['pudding', 'pudding', 'squid nigiri', 'maki roll 1', 'salmon nigiri', 'pudding', 'egg nigiri', 'maki roll 2', 'dumpling', 'sashimi', 'sashimi', 'maki roll 1']","['pudding', 'pudding', 'tempura', 'squid nigiri', 'maki roll 3', 'tempura', 'salmon nigiri', 'wasabi', 'salmon nigiri', 'maki roll 2', 'maki roll 3', 'sashimi']",35,27
2862,955,1,"['maki roll 2', 'pudding', 'tempura', 'maki roll 3', 'squid nigiri', 'tempura', 'sashimi', 'maki roll 3', 'maki roll 3', 'tempura']","['sashimi', 'sashimi', 'squid nigiri', 'tempura', 'pudding', 'sashimi', 'sashimi', 'dumpling', 'dumpling', 'maki roll 1']",14,19
2863,955,2,"['pudding', 'sashimi', 'tempura', 'maki roll 3', 'tempura', 'maki roll 3', 'pudding', 'maki roll 1', 'tempura', 'maki roll 1', 'tempura']","['pudding', 'tempura', 'tempura', 'salmon nigiri', 'chopsticks', 'dumpling', 'sashimi', 'sashimi', 'dumpling', 'chopsticks', 'tempura']",30,32
2864,955,3,"['pudding', 'pudding', 'maki roll 1', 'dumpling', 'maki roll 2', 'pudding', 'salmon nigiri', 'dumpling', 'pudding', 'maki roll 2', 'egg nigiri', 'wasabi']","['pudding', 'sashimi', 'salmon nigiri', 'dumpling', 'maki roll 2', 'maki roll 1', 'wasabi', 'maki roll 3', 'dumpling', 'squid nigiri', 'pudding']",45,37
2865,956,1,"['sashimi', 'salmon nigiri', 'tempura', 'sashimi', 'dumpling', 'maki roll 2', 'dumpling', 'sashimi', 'maki roll 3', 'sashimi']","['maki roll 3', 'maki roll 2', 'maki roll 3', 'maki roll 1', 'maki roll 1', 'pudding', 'tempura', 'tempura', 'maki roll 2', 'squid nigiri']",18,11
2866,956,2,"['salmon nigiri', 'wasabi', 'salmon nigiri', 'chopsticks', 'tempura', 'maki roll 2', 'maki roll 1', 'maki roll 2', 'salmon nigiri', 'maki roll 2']","['pudding', 'maki roll 1', 'squid nigiri', 'maki roll 2', 'wasabi', 'tempura', 'sashimi', 'dumpling', 'egg nigiri', 'salmon nigiri', 'salmon nigiri']",30,23
2867,956,3,"['wasabi', 'maki roll 3', 'sashimi', 'tempura', 'salmon nigiri', 'dumpling', 'wasabi', 'dumpling', 'dumpling', 'salmon nigiri']","['pudding', 'egg nigiri', 'maki roll 2', 'pudding', 'maki roll 1', 'dumpling', 'maki roll 2', 'egg nigiri', 'tempura', 'tempura', 'maki roll 1']",37,40
2868,957,1,"['maki roll 1', 'maki roll 2', 'tempura', 'wasabi', 'maki roll 1', 'dumpling', 'maki roll 3', 'squid nigiri', 'chopsticks', 'sashimi']","['wasabi', 'tempura', 'dumpling', 'tempura', 'pudding', 'dumpling', 'egg nigiri', 'pudding', 'wasabi', 'dumpling']",10,15
2869,957,2,"['sashimi', 'sashimi', 'maki roll 1', 'dumpling', 'dumpling', 'egg nigiri', 'salmon nigiri', 'squid nigiri', 'tempura', 'maki roll 2']","['pudding', 'pudding', 'wasabi', 'sashimi', 'pudding', 'squid nigiri', 'pudding', 'sashimi', 'tempura', 'maki roll 2', 'pudding', 'tempura']",25,26
2870,957,3,"['maki roll 3', 'maki roll 3', 'salmon nigiri', 'chopsticks', 'maki roll 2', 'sashimi', 'tempura', 'dumpling', 'tempura', 'dumpling']","['pudding', 'pudding', 'pudding', 'pudding', 'pudding', 'maki roll 2', 'maki roll 1', 'maki roll 2', 'maki roll 3', 'pudding', 'maki roll 3', 'dumpling', 'maki roll 2', 'dumpling', 'maki roll 3']",32,38
2871,958,1,"['maki roll 3', 'dumpling', 'maki roll 2', 'salmon nigiri', 'tempura', 'dumpling', 'chopsticks', 'maki roll 1', 'dumpling', 'maki roll 2']","['sashimi', 'tempura', 'salmon nigiri', 'chopsticks', 'maki roll 2', 'maki roll 3', 'tempura', 'sashimi', 'tempura', 'maki roll 2']",14,10
2872,958,2,"['squid nigiri', 'wasabi', 'maki roll 2', 'wasabi', 'wasabi', 'dumpling', 'maki roll 2', 'wasabi', 'egg nigiri', 'pudding']","['maki roll 2', 'egg nigiri', 'maki roll 2', 'maki roll 3', 'tempura', 'salmon nigiri', 'maki roll 2', 'salmon nigiri', 'squid nigiri', 'maki roll 3']",22,21
2873,958,3,"['pudding', 'maki roll 2', 'salmon nigiri', 'maki roll 2', 'sashimi', 'pudding', 'dumpling', 'tempura', 'maki roll 1', 'salmon nigiri', 'pudding']","['sashimi', 'pudding', 'pudding', 'sashimi', 'maki roll 1', 'pudding', 'salmon nigiri', 'chopsticks', 'maki roll 1', 'wasabi']",36,29
2874,959,1,"['maki roll 2', 'dumpling', 'squid nigiri', 'chopsticks', 'dumpling', 'squid nigiri', 'pudding', 'salmon nigiri', 'sashimi', 'dumpling']","['squid nigiri', 'dumpling', 'pudding', 'chopsticks', 'maki roll 2', 'tempura', 'salmon nigiri', 'chopsticks', 'maki roll 1', 'maki roll 2']",17,9
2875,959,2,"['pudding', 'sashimi', 'egg nigiri', 'wasabi', 'tempura', 'maki roll 1', 'maki roll 3', 'dumpling', 'salmon nigiri', 'tempura', 'dumpling']","['pudding', 'pudding', 'dumpling', 'sashimi', 'wasabi', 'wasabi', 'squid nigiri', 'maki roll 2', 'salmon nigiri', 'tempura', 'wasabi']",34,18
2876,959,3,"['pudding', 'wasabi', 'tempura', 'pudding', 'salmon nigiri', 'maki roll 2', 'sashimi', 'salmon nigiri', 'sashimi', 'tempura', 'tempura']","['pudding', 'pudding', 'maki roll 3', 'salmon nigiri', 'maki roll 3', 'sashimi', 'tempura', 'pudding', 'maki roll 2', 'maki roll 1', 'sashimi', 'tempura']",40,34
2877,960,1,"['tempura', 'pudding', 'salmon nigiri', 'dumpling', 'pudding', 'maki roll 2', 'salmon nigiri', 'maki roll 3', 'wasabi', 'sashimi']","['chopsticks', 'tempura', 'dumpling', 'sashimi', 'dumpling', 'sashimi', 'pudding', 'dumpling', 'maki roll 3', 'pudding']",11,9
2878,960,2,"['pudding', 'pudding', 'tempura', 'maki roll 3', 'sashimi', 'wasabi', 'squid nigiri', 'wasabi', 'dumpling', 'maki roll 1', 'egg nigiri', 'chopsticks']","['pudding', 'pudding', 'egg nigiri', 'sashimi', 'salmon nigiri', 'maki roll 1', 'maki roll 2', 'salmon nigiri', 'maki roll 2', 'squid nigiri', 'tempura', 'tempura']",19,25
2879,960,3,"['pudding', 'pudding', 'maki roll 1', 'squid nigiri', 'egg nigiri', 'dumpling', 'maki roll 1', 'maki roll 2', 'egg nigiri', 'pudding', 'tempura', 'salmon nigiri']","['pudding', 'pudding', 'tempura', 'sashimi', 'dumpling', 'dumpling', 'tempura', 'dumpling', 'maki roll 3', 'tempura', 'chopsticks', 'salmon nigiri']",39,35
2880,961,1,"['tempura', 'salmon nigiri', 'maki roll 3', 'dumpling', 'maki roll 1', 'sashimi', 'wasabi', 'tempura', 'wasabi', 'dumpling']","['sashimi', 'dumpling', 'squid nigiri', 'sashimi', 'salmon nigiri', 'maki roll 2', 'sashimi', 'maki roll 1', 'wasabi', 'maki roll 2']",13,19
2881,961,2,"['salmon nigiri', 'maki roll 3', 'tempura', 'tempura', 'maki roll 1', 'pudding', 'salmon nigiri', 'salmon nigiri', 'sashimi', 'dumpling']","['dumpling', 'tempura', 'salmon nigiri', 'dumpling', 'maki roll 3', 'sashimi', 'sashimi', 'maki roll 2', 'egg nigiri', 'sashimi']",28,38
2882,961,3,"['pudding', 'maki roll 3', 'dumpling', 'pudding', 'maki roll 2', 'dumpling', 'tempura', 'maki roll 2', 'squid nigiri', 'maki roll 2', 'maki roll 1']","['maki roll 3', 'maki roll 2', 'tempura', 'maki roll 3', 'pudding', 'sashimi', 'egg nigiri', 'tempura', 'dumpling', 'dumpling']",46,44
2883,962,1,"['dumpling', 'tempura', 'dumpling', 'dumpling', 'wasabi', 'dumpling', 'sashimi', 'sashimi', 'tempura', 'dumpling']","['pudding', 'wasabi', 'tempura', 'maki roll 1', 'sashimi', 'tempura', 'tempura', 'dumpling', 'tempura', 'dumpling']",23,16
2884,962,2,"['chopsticks', 'egg nigiri', 'maki roll 3', 'maki roll 3', 'chopsticks', 'tempura', 'dumpling', 'egg nigiri', 'maki roll 3', 'salmon nigiri']","['pudding', 'tempura', 'salmon nigiri', 'salmon nigiri', 'pudding', 'salmon nigiri', 'maki roll 2', 'squid nigiri', 'salmon nigiri', 'dumpling', 'maki roll 2']",34,31
2885,962,3,"['sashimi', 'egg nigiri', 'tempura', 'salmon nigiri', 'maki roll 2', 'squid nigiri', 'maki roll 2', 'squid nigiri', 'pudding', 'tempura']","['pudding', 'pudding', 'pudding', 'wasabi', 'maki roll 3', 'wasabi', 'dumpling', 'pudding', 'maki roll 1', 'tempura', 'maki roll 2', 'egg nigiri']",45,42
2886,963,1,"['maki roll 2', 'sashimi', 'dumpling', 'dumpling', 'pudding', 'sashimi', 'sashimi', 'tempura', 'salmon nigiri', 'egg nigiri']","['maki roll 3', 'dumpling', 'sashimi', 'sashimi', 'maki roll 3', 'maki roll 2', 'maki roll 3', 'maki roll 3', 'sashimi', 'pudding']",19,14
2887,963,2,"['pudding', 'egg nigiri', 'salmon nigiri', 'maki roll 1', 'maki roll 1', 'maki roll 3', 'dumpling', 'sashimi', 'salmon nigiri', 'salmon nigiri', 'maki roll 3']","['pudding', 'tempura', 'sashimi', 'salmon nigiri', 'pudding', 'sashimi', 'maki roll 2', 'sashimi', 'salmon nigiri', 'maki roll 2', 'maki roll 2']",33,31
2888,963,3,"['pudding', 'pudding', 'dumpling', 'tempura', 'tempura', 'pudding', 'maki roll 2', 'tempura', 'chopsticks', 'salmon nigiri', 'sashimi']","['pudding', 'pudding', 'wasabi', 'maki roll 1', 'tempura', 'egg nigiri', 'tempura', 'salmon nigiri', 'sashimi', 'salmon nigiri', 'dumpling', 'chopsticks']",53,39
2889,964,1,"['maki roll 3', 'tempura', 'pudding', 'tempura', 'sashimi', 'sashimi', 'maki roll 1', 'tempura', 'sashimi', 'salmon nigiri']","['pudding', 'pudding', 'salmon nigiri', 'maki roll 1', 'maki roll 2', 'dumpling', 'dumpling', 'salmon nigiri', 'salmon nigiri', 'dumpling']",23,15
2890,964,2,"['pudding', 'maki roll 3', 'maki roll 2', 'maki roll 3', 'sashimi', 'tempura', 'dumpling', 'dumpling', 'wasabi', 'tempura', 'chopsticks']","['pudding', 'pudding', 'sashimi', 'egg nigiri', 'salmon nigiri', 'pudding', 'maki roll 3', 'egg nigiri', 'sashimi', 'pudding', 'maki roll 2', 'wasabi']",37,22
2891,964,3,"['pudding', 'maki roll 2', 'dumpling', 'maki roll 1', 'maki roll 3', 'sashimi', 'dumpling', 'maki roll 2', 'dumpling', 'tempura', 'tempura']","['pudding', 'pudding', 'pudding', 'pudding', 'maki roll 3', 'pudding', 'tempura', 'pudding', 'tempura', 'squid nigiri', 'sashimi', 'squid nigiri', 'squid nigiri', 'egg nigiri']",48,46
2892,965,1,"['maki roll 3', 'sashimi', 'squid nigiri', 'sashimi', 'egg nigiri', 'maki roll 1', 'pudding', 'chopsticks', 'salmon nigiri', 'sashimi']","['sashimi', 'tempura', 'sashimi', 'salmon nigiri', 'dumpling', 'squid nigiri', 'maki roll 3', 'maki roll 3', 'pudding', 'tempura']",19,14
2893,965,2,"['pudding', 'squid nigiri', 'dumpling', 'wasabi', 'tempura', 'dumpling', 'dumpling', 'dumpling', 'salmon nigiri', 'wasabi', 'sashimi']","['pudding', 'dumpling', 'chopsticks', 'pudding', 'wasabi', 'sashimi', 'maki roll 2', 'sashimi', 'wasabi', 'pudding', 'pudding']",37,18
2894,965,3,"['pudding', 'squid nigiri', 'tempura', 'egg nigiri', 'salmon nigiri', 'egg nigiri', 'chopsticks', 'salmon nigiri', 'sashimi', 'wasabi', 'dumpling']","['pudding', 'pudding', 'pudding', 'pudding', 'tempura', 'tempura', 'pudding', 'pudding', 'tempura', 'chopsticks', 'sashimi', 'maki roll 3', 'sashimi', 'maki roll 2']",44,32
2895,966,1,"['tempura', 'chopsticks', 'salmon nigiri', 'sashimi', 'maki roll 2', 'sashimi', 'sashimi', 'dumpling', 'sashimi', 'sashimi']","['tempura', 'tempura', 'maki roll 2', 'chopsticks', 'egg nigiri', 'maki roll 2', 'squid nigiri', 'dumpling', 'maki roll 1', 'wasabi']",16,13
2896,966,2,"['pudding', 'salmon nigiri', 'salmon nigiri', 'tempura', 'pudding', 'maki roll 1', 'tempura', 'maki roll 3', 'wasabi', 'maki roll 1']","['tempura', 'maki roll 3', 'maki roll 2', 'sashimi', 'maki roll 3', 'dumpling', 'dumpling', 'pudding', 'pudding', 'dumpling']",28,22
2897,966,3,"['pudding', 'pudding', 'tempura', 'chopsticks', 'maki roll 3', 'sashimi', 'maki roll 2', 'pudding', 'sashimi', 'pudding', 'maki roll 3', 'dumpling']","['pudding', 'pudding', 'egg nigiri', 'egg nigiri', 'dumpling', 'maki roll 1', 'maki roll 1', 'dumpling', 'maki roll 2', 'squid nigiri', 'sashimi', 'maki roll 1']",41,27
2898,967,1,"['tempura', 'maki roll 1', 'maki roll 2', 'squid nigiri', 'pudding', 'wasabi', 'maki roll 2', 'maki roll 3', 'pudding', 'tempura']","['tempura', 'dumpling', 'maki roll 2', 'maki roll 2', 'tempura', 'dumpling', 'squid nigiri', 'tempura', 'squid nigiri', 'dumpling']",14,20
2899,967,2,"['pudding', 'pudding', 'sashimi', 'egg nigiri', 'maki roll 1', 'sashimi', 'tempura', 'egg nigiri', 'maki roll 1', 'maki roll 2', 'pudding', 'wasabi']","['maki roll 2', 'dumpling', 'tempura', 'sashimi', 'maki roll 3', 'wasabi', 'maki roll 3', 'dumpling', 'chopsticks', 'sashimi']",19,26
2900,967,3,"['pudding', 'pudding', 'pudding', 'salmon nigiri', 'tempura', 'salmon nigiri', 'sashimi', 'maki roll 1', 'chopsticks', 'chopsticks', 'pudding', 'salmon nigiri', 'sashimi']","['salmon nigiri', 'sashimi', 'pudding', 'egg nigiri', 'salmon nigiri', 'tempura', 'sashimi', 'maki roll 3', 'dumpling', 'pudding']",34,29
2901,968,1,"['pudding', 'squid nigiri', 'sashimi', 'wasabi', 'chopsticks', 'maki roll 3', 'sashimi', 'pudding', 'sashimi', 'sashimi']","['tempura', 'dumpling', 'maki roll 1', 'squid nigiri', 'squid nigiri', 'maki roll 3', 'pudding', 'maki roll 2', 'squid nigiri', 'maki roll 1']",16,13
2902,968,2,"['pudding', 'pudding', 'tempura', 'tempura', 'maki roll 3', 'chopsticks', 'tempura', 'dumpling', 'egg nigiri', 'maki roll 2', 'sashimi', 'maki roll 3']","['pudding', 'tempura', 'maki roll 3', 'tempura', 'sashimi', 'maki roll 2', 'maki roll 2', 'egg nigiri', 'pudding', 'pudding', 'maki roll 2']",26,22
2903,968,3,"['pudding', 'pudding', 'salmon nigiri', 'wasabi', 'wasabi', 'dumpling', 'dumpling', 'egg nigiri', 'maki roll 3', 'maki roll 3', 'dumpling', 'sashimi']","['pudding', 'pudding', 'pudding', 'wasabi', 'salmon nigiri', 'maki roll 2', 'tempura', 'salmon nigiri', 'maki roll 2', 'sashimi', 'tempura', 'dumpling', 'squid nigiri']",35,44
2904,969,1,"['dumpling', 'pudding', 'maki roll 3', 'tempura', 'salmon nigiri', 'egg nigiri', 'salmon nigiri', 'maki roll 1', 'dumpling', 'chopsticks']","['sashimi', 'maki roll 3', 'maki roll 3', 'maki roll 1', 'dumpling', 'sashimi', 'maki roll 1', 'maki roll 2', 'egg nigiri', 'salmon nigiri']",11,7
2905,969,2,"['pudding', 'tempura', 'salmon nigiri', 'egg nigiri', 'egg nigiri', 'wasabi', 'maki roll 2', 'pudding', 'maki roll 2', 'pudding', 'dumpling']","['squid nigiri', 'maki roll 1', 'chopsticks', 'dumpling', 'maki roll 2', 'tempura', 'sashimi', 'dumpling', 'pudding', 'pudding']",22,16
2906,969,3,"['pudding', 'pudding', 'pudding', 'tempura', 'dumpling', 'sashimi', 'tempura', 'sashimi', 'maki roll 2', 'tempura', 'dumpling', 'sashimi', 'pudding']","['pudding', 'pudding', 'maki roll 3', 'tempura', 'chopsticks', 'maki roll 1', 'sashimi', 'pudding', 'chopsticks', 'maki roll 2', 'dumpling', 'dumpling']",49,16
2907,970,1,"['dumpling', 'egg nigiri', 'tempura', 'pudding', 'egg nigiri', 'sashimi', 'wasabi', 'tempura', 'squid nigiri', 'maki roll 2']","['squid nigiri', 'maki roll 2', 'salmon nigiri', 'tempura', 'maki roll 2', 'maki roll 1', 'sashimi', 'tempura', 'wasabi', 'maki roll 2']",14,13
2908,970,2,"['pudding', 'egg nigiri', 'maki roll 3', 'chopsticks', 'wasabi', 'maki roll 1', 'tempura', 'tempura', 'pudding', 'dumpling', 'maki roll 1']","['dumpling', 'maki roll 3', 'salmon nigiri', 'salmon nigiri', 'sashimi', 'tempura', 'sashimi', 'maki roll 3', 'maki roll 2', 'pudding']",24,21
2909,970,3,"['pudding', 'pudding', 'squid nigiri', 'tempura', 'maki roll 3', 'tempura', 'egg nigiri', 'tempura', 'sashimi', 'chopsticks', 'pudding', 'maki roll 3']","['pudding', 'dumpling', 'sashimi', 'pudding', 'maki roll 3', 'pudding', 'squid nigiri', 'dumpling', 'sashimi', 'tempura', 'maki roll 2']",42,33
2910,971,1,"['dumpling', 'dumpling', 'wasabi', 'pudding', 'pudding', 'maki roll 3', 'maki roll 1', 'salmon nigiri', 'maki roll 1', 'maki roll 3']","['wasabi', 'sashimi', 'maki roll 3', 'maki roll 2', 'pudding', 'tempura', 'sashimi', 'sashimi', 'pudding', 'wasabi']",11,13
2911,971,2,"['pudding', 'pudding', 'dumpling', 'dumpling', 'maki roll 3', 'maki roll 2', 'sashimi', 'tempura', 'chopsticks', 'pudding', 'sashimi', 'squid nigiri']","['pudding', 'pudding', 'salmon nigiri', 'egg nigiri', 'salmon nigiri', 'egg nigiri', 'maki roll 2', 'chopsticks', 'dumpling', 'tempura', 'maki roll 3', 'tempura']",20,28
2912,971,3,"['pudding', 'pudding', 'pudding', 'maki roll 1', 'salmon nigiri', 'tempura', 'maki roll 2', 'dumpling', 'sashimi', 'egg nigiri', 'salmon nigiri', 'sashimi', 'sashimi']","['pudding', 'pudding', 'maki roll 3', 'sashimi', 'salmon nigiri', 'pudding', 'wasabi', 'chopsticks', 'salmon nigiri', 'dumpling', 'squid nigiri', 'maki roll 3']",42,42
2913,972,1,"['sashimi', 'sashimi', 'maki roll 3', 'squid nigiri', 'egg nigiri', 'maki roll 2', 'dumpling', 'maki roll 1', 'chopsticks', 'salmon nigiri']","['dumpling', 'dumpling', 'maki roll 3', 'pudding', 'salmon nigiri', 'sashimi', 'maki roll 2', 'salmon nigiri', 'maki roll 1', 'wasabi']",10,10
2914,972,2,"['tempura', 'maki roll 3', 'egg nigiri', 'maki roll 2', 'tempura', 'tempura', 'tempura', 'wasabi', 'sashimi', 'maki roll 2']","['pudding', 'maki roll 2', 'sashimi', 'tempura', 'maki roll 1', 'maki roll 2', 'sashimi', 'sashimi', 'squid nigiri', 'sashimi', 'tempura']",27,31
2915,972,3,"['dumpling', 'maki roll 1', 'maki roll 3', 'salmon nigiri', 'dumpling', 'salmon nigiri', 'wasabi', 'maki roll 1', 'wasabi', 'wasabi']","['pudding', 'squid nigiri', 'salmon nigiri', 'dumpling', 'salmon nigiri', 'chopsticks', 'maki roll 2', 'tempura', 'salmon nigiri', 'salmon nigiri', 'squid nigiri']",34,55
2916,973,1,"['egg nigiri', 'dumpling', 'tempura', 'maki roll 2', 'tempura', 'dumpling', 'maki roll 2', 'egg nigiri', 'squid nigiri', 'tempura']","['tempura', 'wasabi', 'chopsticks', 'salmon nigiri', 'tempura', 'wasabi', 'salmon nigiri', 'maki roll 3', 'dumpling', 'sashimi']",19,13
2917,973,2,"['salmon nigiri', 'sashimi', 'salmon nigiri', 'maki roll 1', 'dumpling', 'sashimi', 'squid nigiri', 'sashimi', 'sashimi', 'tempura']","['pudding', 'egg nigiri', 'squid nigiri', 'squid nigiri', 'sashimi', 'sashimi', 'sashimi', 'maki roll 2', 'dumpling', 'salmon nigiri']",40,36
2918,973,3,"['pudding', 'tempura', 'maki roll 3', 'maki roll 2', 'pudding', 'egg nigiri', 'pudding', 'dumpling', 'maki roll 3', 'tempura']","['pudding', 'maki roll 1', 'dumpling', 'maki roll 1', 'maki roll 3', 'tempura', 'maki roll 3', 'pudding', 'pudding', 'dumpling', 'salmon nigiri']",53,47
2919,974,1,"['chopsticks', 'egg nigiri', 'chopsticks', 'maki roll 1', 'maki roll 2', 'squid nigiri', 'maki roll 3', 'tempura', 'wasabi', 'dumpling']","['dumpling', 'egg nigiri', 'tempura', 'sashimi', 'maki roll 1', 'dumpling', 'egg nigiri', 'tempura', 'dumpling', 'sashimi']",11,16
2920,974,2,"['sashimi', 'pudding', 'maki roll 2', 'sashimi', 'maki roll 2', 'salmon nigiri', 'maki roll 1', 'dumpling', 'maki roll 2', 'pudding']","['dumpling', 'tempura', 'pudding', 'maki roll 2', 'sashimi', 'tempura', 'dumpling', 'maki roll 1', 'maki roll 1', 'sashimi']",20,27
2921,974,3,"['pudding', 'pudding', 'tempura', 'pudding', 'sashimi', 'dumpling', 'dumpling', 'sashimi', 'maki roll 3', 'wasabi', 'tempura', 'maki roll 3']","['pudding', 'sashimi', 'tempura', 'maki roll 3', 'maki roll 3', 'maki roll 3', 'maki roll 2', 'sashimi', 'maki roll 2', 'tempura', 'sashimi']",37,39
2922,975,1,"['maki roll 2', 'pudding', 'dumpling', 'tempura', 'salmon nigiri', 'pudding', 'maki roll 2', 'wasabi', 'dumpling', 'salmon nigiri']","['dumpling', 'wasabi', 'salmon nigiri', 'egg nigiri', 'maki roll 3', 'sashimi', 'pudding', 'pudding', 'sashimi', 'dumpling']",13,9
2923,975,2,"['pudding', 'pudding', 'wasabi', 'maki roll 2', 'salmon nigiri', 'tempura', 'sashimi', 'chopsticks', 'sashimi', 'maki roll 1', 'squid nigiri', 'sashimi']","['pudding', 'pudding', 'maki roll 1', 'salmon nigiri', 'pudding', 'dumpling', 'sashimi', 'sashimi', 'sashimi', 'egg nigiri', 'tempura', 'maki roll 3']",31,26
2924,975,3,"['pudding', 'pudding', 'dumpling', 'salmon nigiri', 'tempura', 'tempura', 'maki roll 2', 'tempura', 'maki roll 1', 'maki roll 2', 'tempura', 'maki roll 3']","['pudding', 'pudding', 'pudding', 'chopsticks', 'maki roll 1', 'wasabi', 'maki roll 1', 'maki roll 1', 'sashimi', 'maki roll 2', 'maki roll 2', 'egg nigiri', 'chopsticks']",44,36
2925,976,1,"['maki roll 3', 'chopsticks', 'dumpling', 'maki roll 2', 'maki roll 3', 'tempura', 'wasabi', 'wasabi', 'wasabi', 'maki roll 1']","['dumpling', 'maki roll 3', 'maki roll 3', 'tempura', 'maki roll 2', 'salmon nigiri', 'dumpling', 'squid nigiri', 'maki roll 3', 'sashimi']",4,11
2926,976,2,"['salmon nigiri', 'dumpling', 'sashimi', 'dumpling', 'maki roll 2', 'egg nigiri', 'tempura', 'pudding', 'maki roll 2', 'pudding']","['sashimi', 'maki roll 2', 'salmon nigiri', 'sashimi', 'tempura', 'sashimi', 'sashimi', 'pudding', 'sashimi', 'chopsticks']",16,26
2927,976,3,"['pudding', 'pudding', 'wasabi', 'maki roll 3', 'pudding', 'maki roll 2', 'salmon nigiri', 'tempura', 'tempura', 'dumpling', 'tempura', 'sashimi']","['pudding', 'maki roll 1', 'maki roll 2', 'dumpling', 'pudding', 'pudding', 'egg nigiri', 'pudding', 'sashimi', 'tempura', 'maki roll 3']",21,37
